seller_id,category,seller_tier_city,join_day,tenure_days,order_count,avg_monthly_revenue,avg_rating,return_rate,support_tickets_total,order_velocity_30d_change,rating_trend_90d,pricing_competitiveness,sla_breach_rate,days_since_last_order,churned
SLR004157,Beauty & Personal Care,Tier-3 Town,512,218,236,28002.47,3.75,0.2418,12,-0.1635,0.0417,0.6634,0.2563,7,0
SLR004158,Beauty & Personal Care,Tier-2 City,168,562,248,5467.99,4.14,0.1326,2,0.1656,0.3639,0.6408,0.0158,17,0
SLR004159,Toys & Baby,Tier-2 City,510,220,514,85905.5,3.58,0.2076,3,0.1679,0.008,0.3411,0.2219,7,0
SLR004160,Mobiles & Accessories,Tier-1 Metro,238,492,427,23516.68,3.87,0.1747,3,-0.1586,-0.176,0.605,0.0,10,0
SLR004161,Electronics,Tier-2 City,531,199,147,23413.53,3.43,0.1895,6,0.164,0.0487,0.7344,0.1712,102,1
SLR004162,Mobiles & Accessories,Tier-1 Metro,658,72,36,13860.91,3.59,0.1706,6,-0.7159,-0.0863,0.5009,0.1008,72,1
SLR004163,Beauty & Personal Care,Tier-1 Metro,303,427,405,13826.45,3.51,0.1348,4,-0.1179,0.0528,0.6133,0.1647,86,1
SLR004164,Home & Kitchen,Tier-1 Metro,0,730,1552,86970.98,3.68,0.1542,8,-0.1138,-0.0284,0.3557,0.1943,34,1
SLR004165,Mobiles & Accessories,Tier-2 City,457,273,147,16546.47,3.72,0.2601,8,0.0444,-0.3974,0.1405,0.3201,54,1
SLR004166,Mobiles & Accessories,Tier-2 City,0,730,331,7987.59,3.12,0.2901,12,0.0578,-0.3018,0.6826,0.2062,93,1
SLR004167,Beauty & Personal Care,Tier-2 City,398,332,316,28875.02,2.95,0.2716,15,0.0953,-0.3902,0.3365,0.2678,128,1
SLR004168,Home & Kitchen,Tier-2 City,378,352,536,32172.25,4.04,0.1802,8,0.2198,0.0712,0.7875,0.0893,2,0
SLR004169,Electronics,Tier-1 Metro,497,233,447,56064.59,4.8,0.1447,2,0.2342,-0.2215,0.563,0.1111,0,0
SLR004170,Home & Kitchen,Tier-1 Metro,0,730,441,22402.94,3.39,0.1805,6,-0.739,-0.0898,0.6873,0.1473,12,1
SLR004171,Electronics,Tier-1 Metro,418,312,607,68136.98,4.3,0.1606,5,-0.0724,-0.1078,0.385,0.1417,0,0
SLR004172,Mobiles & Accessories,Tier-2 City,571,159,227,58282.76,3.67,0.2438,7,-0.2884,-0.1015,0.7587,0.1295,4,0
SLR004173,Grocery,Tier-1 Metro,309,421,398,36109.15,2.63,0.1814,11,-0.4544,-0.3629,0.3987,0.3741,40,1
SLR004174,Toys & Baby,Tier-1 Metro,427,303,816,40479.44,4.62,0.1285,3,0.1844,0.0284,0.6417,0.193,0,0
SLR004175,Grocery,Tier-2 City,0,730,1109,34115.74,3.24,0.1999,6,-0.5332,-0.4523,0.3569,0.2996,5,1
SLR004176,Sports & Fitness,Tier-1 Metro,426,304,288,25688.6,4.23,0.142,1,-0.5289,-0.2208,0.2304,0.0989,8,0
SLR004177,Mobiles & Accessories,Tier-3 Town,309,421,679,18982.43,3.0,0.3329,9,-0.4554,-0.1619,0.6019,0.2662,108,1
SLR004178,Beauty & Personal Care,Tier-3 Town,255,475,163,10485.55,3.39,0.2258,10,-0.6928,-0.5246,0.2919,0.2451,78,1
SLR004179,Toys & Baby,Tier-1 Metro,568,162,375,83190.37,4.13,0.1509,6,0.0825,-0.1188,0.6911,0.176,0,0
SLR004180,Beauty & Personal Care,Tier-2 City,0,730,1280,65262.71,4.65,0.1823,5,-0.2641,-0.0346,0.3801,0.0916,16,0
SLR004181,Sports & Fitness,Tier-1 Metro,294,436,1507,56029.39,3.92,0.1388,4,0.4518,-0.1443,0.5192,0.1763,6,0
SLR004182,Toys & Baby,Tier-3 Town,433,297,494,44062.89,3.63,0.2473,4,0.0804,-0.0408,0.7532,0.2302,25,1
SLR004183,Grocery,Tier-2 City,518,212,538,40694.25,3.63,0.1324,6,0.1097,-0.0636,0.7516,0.134,0,0
SLR004184,Home & Kitchen,Tier-1 Metro,447,283,366,24492.02,3.45,0.1416,8,-0.3356,-0.0232,0.4609,0.1631,99,1
SLR004185,Electronics,Tier-3 Town,550,180,161,11676.09,3.56,0.2914,9,-0.2365,-0.3313,0.7472,0.2531,80,1
SLR004186,Fashion,Tier-3 Town,496,234,202,14082.91,3.66,0.3647,5,-0.2547,-0.3341,0.6704,0.2454,18,0
SLR004187,Electronics,Tier-2 City,644,86,51,18539.54,3.72,0.2466,10,-0.1049,-0.2339,0.4986,0.2325,47,1
SLR004188,Fashion,Tier-1 Metro,438,292,1557,74722.11,3.05,0.242,7,0.1636,-0.047,0.5757,0.1612,10,0
SLR004189,Grocery,Tier-1 Metro,0,730,1108,18885.67,3.79,0.1045,9,-0.2882,-0.186,0.5912,0.1717,69,1
SLR004190,Electronics,Tier-2 City,0,730,1568,46227.19,3.36,0.2471,10,-0.124,-0.3225,0.312,0.2455,45,1
SLR004191,Toys & Baby,Tier-1 Metro,712,18,82,35923.74,3.81,0.1574,10,-0.0302,-0.147,0.389,0.2695,5,1
SLR004192,Sports & Fitness,Tier-3 Town,280,450,82,2934.13,3.45,0.2362,10,-0.5632,0.0137,0.6015,0.3021,137,1
SLR004193,Toys & Baby,Tier-2 City,423,307,212,15710.62,3.79,0.1614,4,-0.3308,-0.3443,0.4428,0.1953,5,0
SLR004194,Beauty & Personal Care,Tier-1 Metro,0,730,497,25433.47,3.1,0.1581,4,-0.6242,-0.2744,0.2501,0.3177,21,1
SLR004195,Sports & Fitness,Tier-1 Metro,609,121,47,14759.46,5.0,0.0872,2,-0.022,0.0755,0.5951,0.0,33,0
SLR004196,Beauty & Personal Care,Tier-2 City,318,412,711,30399.82,3.88,0.1845,6,-0.4009,-0.0856,0.681,0.1589,0,0
SLR004197,Toys & Baby,Tier-3 Town,63,667,1534,42584.53,3.62,0.1768,5,-0.0696,0.0192,0.9084,0.1597,10,0
SLR004198,Toys & Baby,Tier-1 Metro,172,558,1017,22319.75,4.2,0.1207,5,0.0648,-0.1036,0.9257,0.1327,45,0
SLR004199,Grocery,Tier-1 Metro,558,172,263,59219.05,4.32,0.0895,3,0.239,0.0593,0.8432,0.0412,7,1
SLR004200,Toys & Baby,Tier-1 Metro,459,271,434,58956.68,2.89,0.1613,6,0.2227,-0.0982,0.577,0.1814,30,1
SLR004201,Toys & Baby,Tier-2 City,526,204,796,86876.46,3.35,0.1744,6,-0.0816,0.1312,0.7458,0.3196,45,0
SLR004202,Sports & Fitness,Tier-3 Town,620,110,158,19982.03,3.76,0.2045,2,-0.065,-0.0438,0.6553,0.2635,9,1
SLR004203,Sports & Fitness,Tier-3 Town,643,87,421,176656.15,3.18,0.256,3,-0.794,-0.3355,0.8092,0.3491,13,1
SLR004204,Toys & Baby,Tier-1 Metro,0,730,570,12379.1,3.94,0.1354,1,-0.2359,-0.0168,0.7305,0.1051,11,0
SLR004205,Home & Kitchen,Tier-2 City,298,432,251,17196.01,3.23,0.2531,8,-0.6167,-0.21,0.2907,0.3111,56,1
SLR004206,Electronics,Tier-2 City,231,499,425,22762.89,3.75,0.2396,8,0.2378,-0.2439,0.7461,0.1307,14,0
SLR004207,Sports & Fitness,Tier-1 Metro,173,557,1180,70756.44,4.67,0.0659,1,0.5682,0.145,0.6049,0.0,11,0
SLR004208,Home & Kitchen,Tier-3 Town,338,392,433,22411.73,4.47,0.2174,5,0.1085,0.2703,0.8874,0.1748,28,0
SLR004209,Electronics,Tier-1 Metro,362,368,793,81703.72,4.1,0.1494,3,0.1994,0.0164,0.7364,0.0544,6,0
SLR004210,Beauty & Personal Care,Tier-2 City,156,574,547,22116.57,3.83,0.1949,6,-0.0794,-0.1296,0.4308,0.1834,10,0
SLR004211,Toys & Baby,Tier-1 Metro,101,629,779,30117.94,3.76,0.1275,8,0.572,0.0049,0.4534,0.1238,5,1
SLR004212,Toys & Baby,Tier-2 City,629,101,230,93020.24,3.82,0.1931,4,0.0986,-0.2177,0.8156,0.2185,34,0
SLR004213,Mobiles & Accessories,Tier-2 City,487,243,920,41231.0,3.49,0.2518,6,0.129,-0.0136,0.8228,0.2023,21,0
SLR004214,Toys & Baby,Tier-3 Town,256,474,991,49408.14,3.52,0.2213,5,-0.256,0.0375,0.5902,0.2119,47,1
SLR004215,Grocery,Tier-3 Town,0,730,751,22999.95,3.28,0.2701,11,0.2497,-0.0756,0.4116,0.2396,13,1
SLR004216,Beauty & Personal Care,Tier-3 Town,409,321,125,5869.89,4.27,0.199,5,-0.1626,0.1168,0.7653,0.2734,14,0
SLR004217,Grocery,Tier-2 City,156,574,2293,157164.4,4.76,0.13,1,-0.2879,-0.2779,0.7041,0.1772,4,0
SLR004218,Home & Kitchen,Tier-1 Metro,139,591,236,10362.4,3.9,0.1831,6,-0.0183,0.1427,0.4938,0.1827,0,0
SLR004219,Beauty & Personal Care,Tier-3 Town,0,730,1817,62905.62,4.04,0.1727,3,0.1082,-0.0818,0.8588,0.1797,5,0
SLR004220,Toys & Baby,Tier-1 Metro,21,709,2369,76542.79,3.71,0.0984,9,0.0154,-0.0084,0.6028,0.1072,108,1
SLR004221,Grocery,Tier-1 Metro,403,327,200,24573.77,3.53,0.1347,6,-0.137,-0.0962,0.5301,0.1348,5,1
SLR004222,Toys & Baby,Tier-3 Town,188,542,559,26535.69,3.62,0.2391,10,-0.3595,-0.1118,0.7329,0.2453,1,0
SLR004223,Electronics,Tier-1 Metro,578,152,255,69960.5,3.26,0.2019,4,0.039,-0.2452,0.4217,0.2635,36,1
SLR004224,Sports & Fitness,Tier-1 Metro,538,192,217,13049.06,4.73,0.1253,3,0.033,-0.082,0.784,0.153,9,0
SLR004225,Grocery,Tier-1 Metro,0,730,862,16064.06,3.93,0.0922,4,-0.3617,-0.1075,0.521,0.17,6,0
SLR004226,Electronics,Tier-1 Metro,0,730,1907,75661.85,4.4,0.1414,4,-0.6065,-0.0333,0.6075,0.0849,11,0
SLR004227,Sports & Fitness,Tier-2 City,520,210,673,45547.32,4.42,0.1299,2,0.4101,-0.0502,0.5777,0.1011,8,0
SLR004228,Sports & Fitness,Tier-2 City,356,374,1103,89344.81,3.55,0.2115,6,-0.1669,0.18,0.6923,0.1601,3,0
SLR004229,Grocery,Tier-1 Metro,364,366,981,73830.79,4.28,0.0826,3,0.3697,0.0671,0.5353,0.0844,4,0
SLR004230,Electronics,Tier-2 City,406,324,646,25037.88,3.36,0.2197,12,0.3892,-0.0428,0.7005,0.1157,0,0
SLR004231,Beauty & Personal Care,Tier-3 Town,258,472,989,79490.97,3.71,0.2791,8,-0.1454,-0.3065,0.5012,0.2825,44,1
SLR004232,Toys & Baby,Tier-3 Town,543,187,608,97735.98,3.41,0.2334,7,-0.3285,0.1806,0.697,0.3207,15,1
SLR004233,Beauty & Personal Care,Tier-2 City,624,106,314,44959.19,4.2,0.1784,10,-0.0476,-0.1861,0.5967,0.165,22,0
SLR004234,Electronics,Tier-3 Town,518,212,146,26620.54,3.61,0.2931,12,-0.4761,-0.3066,0.6421,0.3319,9,0
SLR004235,Fashion,Tier-1 Metro,590,140,57,14146.51,3.97,0.2434,8,-0.1215,-0.2176,0.7103,0.1291,38,1
SLR004236,Beauty & Personal Care,Tier-2 City,176,554,566,36411.94,4.42,0.153,1,0.1354,0.0213,0.5148,0.1193,0,0
SLR004237,Beauty & Personal Care,Tier-2 City,315,415,116,10096.6,4.45,0.1619,2,0.0146,-0.0062,0.5197,0.213,9,0
SLR004238,Mobiles & Accessories,Tier-3 Town,293,437,269,13579.33,3.24,0.2941,6,-0.1504,-0.2381,0.5274,0.2158,14,0
SLR004239,Sports & Fitness,Tier-1 Metro,473,257,318,23074.37,3.62,0.1645,7,0.1293,-0.0508,0.531,0.1427,11,0
SLR004240,Fashion,Tier-1 Metro,469,261,388,27516.68,4.09,0.239,6,0.0932,0.1752,0.8798,0.0876,4,0
SLR004241,Fashion,Tier-2 City,561,169,405,25502.14,3.72,0.3046,7,-0.4323,0.0466,0.7895,0.1955,5,1
SLR004242,Beauty & Personal Care,Tier-1 Metro,392,338,206,12854.58,3.64,0.1532,6,-0.4185,0.0122,0.6434,0.149,58,1
SLR004243,Home & Kitchen,Tier-3 Town,358,372,838,27411.07,3.1,0.3031,7,0.0015,-0.6025,0.7208,0.2164,6,1
SLR004244,Sports & Fitness,Tier-1 Metro,690,40,23,23633.93,4.27,0.137,4,-0.4259,-0.0089,0.6086,0.1211,5,0
SLR004245,Sports & Fitness,Tier-1 Metro,400,330,738,42818.48,3.82,0.1283,11,-0.1815,-0.119,0.7599,0.159,15,0
SLR004246,Grocery,Tier-3 Town,447,283,668,51112.88,3.93,0.2156,6,0.021,-0.0754,0.7029,0.3366,6,0
SLR004247,Beauty & Personal Care,Tier-2 City,503,227,508,65408.86,4.46,0.1715,5,0.056,0.2834,0.3994,0.0904,0,0
SLR004248,Sports & Fitness,Tier-2 City,593,137,62,12208.97,3.27,0.2016,6,0.1353,0.0639,0.6136,0.1524,81,1
SLR004249,Beauty & Personal Care,Tier-1 Metro,516,214,29,2666.35,3.25,0.1961,12,-0.0765,-0.1733,0.2506,0.2986,23,1
SLR004250,Toys & Baby,Tier-2 City,0,730,612,27791.79,3.58,0.2158,6,-1.0,-0.2374,0.6526,0.294,12,0
SLR004251,Beauty & Personal Care,Tier-2 City,411,319,77,3747.51,3.12,0.2298,7,-0.1884,-0.1328,0.6409,0.2716,104,1
SLR004252,Grocery,Tier-1 Metro,517,213,162,15747.85,3.98,0.1268,8,-0.0539,0.268,0.3971,0.119,0,0
SLR004253,Mobiles & Accessories,Tier-3 Town,603,127,242,68652.23,3.73,0.2699,4,0.1851,0.209,0.8639,0.164,11,0
SLR004254,Beauty & Personal Care,Tier-2 City,64,666,621,31809.54,3.49,0.1655,11,0.1209,-0.1148,0.4223,0.135,6,0
SLR004255,Beauty & Personal Care,Tier-2 City,257,473,978,59510.72,3.45,0.1863,5,-0.534,-0.0616,0.8573,0.2274,0,0
SLR004256,Beauty & Personal Care,Tier-2 City,490,240,116,6969.93,3.66,0.1644,4,0.491,0.0395,0.6725,0.124,0,0
SLR004257,Electronics,Tier-3 Town,274,456,517,41984.23,3.51,0.2853,15,-0.1153,-0.203,0.6594,0.1794,62,1
SLR004258,Toys & Baby,Tier-1 Metro,604,126,162,50548.82,3.14,0.1503,4,-0.5449,-0.0999,0.5339,0.1797,0,0
SLR004259,Mobiles & Accessories,Tier-1 Metro,469,261,179,19993.04,3.86,0.1799,6,-0.079,0.1013,0.6103,0.2094,15,0
SLR004260,Sports & Fitness,Tier-2 City,369,361,519,49364.59,3.96,0.199,3,0.1368,-0.0524,0.9735,0.1321,25,0
SLR004261,Electronics,Tier-3 Town,433,297,1870,211114.87,3.44,0.2615,8,0.0977,-0.1331,0.8486,0.2185,8,0
SLR004262,Beauty & Personal Care,Tier-3 Town,390,340,1512,83732.9,3.86,0.2436,9,-0.0447,0.0798,0.6116,0.2965,10,0
SLR004263,Beauty & Personal Care,Tier-3 Town,458,272,634,84147.62,3.15,0.28,3,-0.2934,-0.1119,0.5986,0.3069,14,0
SLR004264,Mobiles & Accessories,Tier-3 Town,88,642,396,22001.6,2.25,0.3522,8,-0.3416,-0.4312,0.3727,0.2378,91,1
SLR004265,Home & Kitchen,Tier-2 City,510,220,141,7160.11,3.23,0.2278,11,0.0991,-0.1803,0.2648,0.2855,54,1
SLR004266,Beauty & Personal Care,Tier-2 City,0,730,540,29737.55,3.58,0.2114,8,0.0698,-0.2194,0.7719,0.1905,54,1
SLR004267,Grocery,Tier-2 City,528,202,116,23577.61,4.48,0.1241,4,0.1822,0.1781,0.5837,0.0932,14,0
SLR004268,Grocery,Tier-3 Town,290,440,753,54308.66,3.71,0.1864,7,-0.3985,-0.1457,0.5431,0.3123,46,1
SLR004269,Electronics,Tier-3 Town,327,403,680,47515.53,2.81,0.3514,16,-0.1176,-0.3623,0.4722,0.3726,58,1
SLR004270,Mobiles & Accessories,Tier-1 Metro,577,153,165,15702.18,3.93,0.199,6,-0.1258,-0.0564,0.4676,0.1383,33,1
SLR004271,Fashion,Tier-3 Town,561,169,16,1913.07,3.61,0.398,12,-0.2469,-0.1184,0.8376,0.1557,5,0
SLR004272,Sports & Fitness,Tier-2 City,0,730,544,21259.35,3.81,0.1498,4,-0.3129,-0.1234,0.651,0.1745,5,1
SLR004273,Grocery,Tier-1 Metro,590,140,429,32601.56,3.65,0.1185,6,-0.4203,0.059,0.6776,0.2239,23,0
SLR004274,Mobiles & Accessories,Tier-2 City,0,730,1437,51264.11,3.35,0.2161,7,-0.5276,-0.0393,0.7205,0.2119,21,1
SLR004275,Beauty & Personal Care,Tier-1 Metro,653,77,114,39675.31,4.22,0.1354,3,-0.071,-0.3609,0.7171,0.1516,14,1
SLR004276,Electronics,Tier-1 Metro,277,453,166,11215.41,2.31,0.2052,6,0.2222,-0.3219,0.4148,0.3111,47,1
SLR004277,Fashion,Tier-1 Metro,0,730,452,13055.92,4.72,0.2413,4,0.0635,-0.2386,0.8074,0.0113,3,0
SLR004278,Mobiles & Accessories,Tier-2 City,419,311,317,30077.11,2.87,0.2899,8,0.0568,-0.3926,0.4771,0.2158,31,1
SLR004279,Beauty & Personal Care,Tier-1 Metro,265,465,106,8315.62,3.66,0.1465,8,-0.089,-0.1425,0.9764,0.2342,7,1
SLR004280,Grocery,Tier-1 Metro,504,226,76,6640.1,4.02,0.0897,4,-0.2963,0.006,0.6465,0.1025,24,0
SLR004281,Mobiles & Accessories,Tier-1 Metro,398,332,246,10601.08,3.47,0.1797,6,-0.2123,-0.2781,0.6308,0.0913,0,0
SLR004282,Grocery,Tier-1 Metro,419,311,251,20282.63,3.67,0.103,2,0.0325,-0.0867,0.5431,0.1107,3,0
SLR004283,Toys & Baby,Tier-1 Metro,618,112,28,9873.77,3.61,0.1752,6,-0.1881,-0.2616,0.5121,0.2234,4,0
SLR004284,Mobiles & Accessories,Tier-2 City,124,606,582,39004.61,3.07,0.2677,5,-0.0423,-0.0568,0.5411,0.2601,25,0
SLR004285,Mobiles & Accessories,Tier-1 Metro,0,730,961,37965.01,3.66,0.1793,5,-0.0473,-0.284,0.6237,0.1145,0,0
SLR004286,Grocery,Tier-2 City,369,361,451,44459.16,3.4,0.1631,7,-0.076,0.0683,0.7435,0.2156,21,0
SLR004287,Fashion,Tier-2 City,581,149,823,216286.37,3.58,0.3073,7,0.1602,-0.0805,0.6721,0.1937,82,1
SLR004288,Home & Kitchen,Tier-1 Metro,271,459,426,12115.63,4.08,0.1465,5,0.3154,-0.1173,0.8832,0.1451,17,0
SLR004289,Mobiles & Accessories,Tier-3 Town,490,240,668,52897.98,4.09,0.3355,11,0.0378,-0.1182,0.5104,0.2148,7,0
SLR004290,Fashion,Tier-1 Metro,639,91,118,51010.02,3.97,0.2094,5,-0.0034,0.1354,0.5704,0.0329,15,0
SLR004291,Sports & Fitness,Tier-1 Metro,383,347,347,19430.27,4.37,0.1297,2,0.0879,0.286,0.8267,0.0518,23,0
SLR004292,Mobiles & Accessories,Tier-1 Metro,173,557,74,3690.59,3.17,0.232,7,-0.4711,-0.3086,0.6674,0.1207,0,0
SLR004293,Mobiles & Accessories,Tier-2 City,131,599,1429,43359.47,3.42,0.2169,5,0.0536,-0.2712,0.6496,0.2131,8,1
SLR004294,Home & Kitchen,Tier-1 Metro,308,422,409,38014.23,3.66,0.1847,9,-0.6368,-0.2099,0.4539,0.2463,34,1
SLR004295,Mobiles & Accessories,Tier-1 Metro,108,622,207,13406.95,4.18,0.2331,8,-0.2166,-0.0862,0.85,0.0805,47,1
SLR004296,Beauty & Personal Care,Tier-2 City,365,365,348,14046.28,3.44,0.2088,10,-0.4064,-0.1855,0.5693,0.1777,68,1
SLR004297,Toys & Baby,Tier-3 Town,221,509,769,43584.37,3.74,0.2089,6,0.0017,-0.1481,0.4969,0.2661,0,0
SLR004298,Electronics,Tier-1 Metro,476,254,102,11669.71,3.88,0.148,4,0.1626,-0.0975,0.8307,0.1289,21,0
SLR004299,Grocery,Tier-1 Metro,257,473,2474,133071.03,3.73,0.0885,1,0.0639,-0.0767,0.4315,0.1257,0,0
SLR004300,Fashion,Tier-1 Metro,519,211,82,11950.46,3.41,0.2558,10,-0.4797,-0.0411,0.7091,0.1757,20,0
SLR004301,Mobiles & Accessories,Tier-1 Metro,593,137,479,79105.14,3.97,0.1637,2,-0.0029,-0.0736,0.6305,0.1088,0,0
SLR004302,Grocery,Tier-1 Metro,172,558,1039,55578.21,3.37,0.1059,5,0.0621,-0.1227,0.7433,0.202,9,0
SLR004303,Sports & Fitness,Tier-2 City,210,520,569,37652.31,3.82,0.1395,6,0.2015,0.1755,0.6385,0.1329,0,0
SLR004304,Sports & Fitness,Tier-1 Metro,255,475,1246,81240.08,4.1,0.1281,6,-0.2975,-0.1905,0.455,0.1919,26,1
SLR004305,Home & Kitchen,Tier-2 City,204,526,345,17718.01,4.18,0.2053,6,0.0428,0.0242,0.6389,0.2616,0,0
SLR004306,Home & Kitchen,Tier-3 Town,90,640,1095,42690.08,3.52,0.266,8,-0.2543,-0.0364,0.5511,0.345,5,1
SLR004307,Sports & Fitness,Tier-3 Town,677,53,8,3921.95,3.93,0.2685,11,-0.3339,-0.0393,1.0,0.2529,19,0
SLR004308,Beauty & Personal Care,Tier-2 City,599,131,25,7497.4,3.41,0.2019,7,-0.3574,-0.0113,0.7586,0.1808,32,1
SLR004309,Sports & Fitness,Tier-3 Town,0,730,218,3441.45,4.35,0.2413,1,-0.3543,0.0714,0.7004,0.1865,0,0
SLR004310,Sports & Fitness,Tier-1 Metro,558,172,142,14998.05,4.91,0.1098,4,0.2879,-0.1287,0.5106,0.156,10,0
SLR004311,Beauty & Personal Care,Tier-2 City,234,496,623,22220.33,3.53,0.1837,10,-0.0712,0.0192,0.6593,0.1494,6,0
SLR004312,Home & Kitchen,Tier-3 Town,190,540,2790,159806.49,3.62,0.2267,8,0.0211,-0.2115,0.5652,0.2677,50,1
SLR004313,Beauty & Personal Care,Tier-2 City,61,669,1464,69437.55,3.97,0.1203,5,0.0078,-0.033,0.7909,0.1236,29,0
SLR004314,Electronics,Tier-1 Metro,641,89,371,57036.15,5.0,0.1166,2,0.229,0.1587,0.8261,0.0,0,0
SLR004315,Grocery,Tier-1 Metro,255,475,641,42126.96,4.19,0.1312,7,-0.1158,-0.2775,0.6997,0.0964,3,0
SLR004316,Sports & Fitness,Tier-1 Metro,394,336,396,12828.24,4.25,0.1237,3,-0.0395,-0.2804,0.3688,0.1627,0,0
SLR004317,Beauty & Personal Care,Tier-2 City,645,85,61,11789.18,2.95,0.2018,4,0.4007,0.0904,0.6856,0.2271,21,1
SLR004318,Beauty & Personal Care,Tier-1 Metro,628,102,194,58438.81,3.47,0.1246,5,0.2282,0.0697,0.7251,0.0909,51,1
SLR004319,Mobiles & Accessories,Tier-1 Metro,276,454,1156,53567.0,4.76,0.1313,4,0.0067,0.1279,0.9674,0.0535,0,0
SLR004320,Electronics,Tier-1 Metro,604,126,167,37220.4,3.76,0.1483,7,-0.3224,-0.1732,0.894,0.1275,18,1
SLR004321,Sports & Fitness,Tier-1 Metro,138,592,788,45900.09,3.56,0.1243,6,0.2406,0.2187,0.5347,0.152,10,0
SLR004322,Electronics,Tier-1 Metro,265,465,1049,79531.93,3.69,0.2248,11,-0.3481,-0.5454,0.3903,0.1445,17,1
SLR004323,Electronics,Tier-3 Town,644,86,56,26374.63,2.81,0.2915,17,-0.6885,-0.2788,0.6092,0.3323,48,1
SLR004324,Beauty & Personal Care,Tier-3 Town,540,190,199,30874.04,4.24,0.2329,9,-0.2448,-0.3286,0.1549,0.3025,113,1
SLR004325,Grocery,Tier-3 Town,0,730,993,53326.76,3.95,0.2159,9,0.0455,0.0848,0.6838,0.2556,8,0
SLR004326,Fashion,Tier-1 Metro,570,160,95,15170.84,3.7,0.2889,4,0.2129,-0.1119,0.6362,0.0971,10,0
SLR004327,Fashion,Tier-1 Metro,527,203,477,31861.1,4.28,0.2843,7,-0.391,0.0269,0.7275,0.0278,0,0
SLR004328,Home & Kitchen,Tier-3 Town,0,730,563,27804.34,3.44,0.2297,5,-0.0853,-0.2162,0.6573,0.2285,1,0
SLR004329,Grocery,Tier-2 City,14,716,1035,24024.81,3.94,0.1895,3,-0.0494,-0.2658,0.9321,0.1079,52,1
SLR004330,Grocery,Tier-1 Metro,557,173,506,49350.87,4.94,0.0964,3,0.4684,-0.0557,0.7455,0.0895,4,0
SLR004331,Home & Kitchen,Tier-1 Metro,342,388,355,31369.44,3.29,0.1538,7,-0.6542,0.0724,0.4243,0.2346,8,1
SLR004332,Beauty & Personal Care,Tier-1 Metro,420,310,128,7479.48,3.86,0.1671,2,0.202,0.0589,0.5252,0.1396,21,0
SLR004333,Mobiles & Accessories,Tier-1 Metro,324,406,37,1953.94,3.08,0.2218,12,-0.3453,0.2552,0.3441,0.1747,10,1
SLR004334,Toys & Baby,Tier-1 Metro,396,334,782,46327.28,3.02,0.1701,10,-0.5584,-0.2132,0.386,0.1401,79,1
SLR004335,Electronics,Tier-2 City,508,222,2032,184504.59,3.96,0.2014,4,-0.1128,0.219,0.5279,0.1341,6,0
SLR004336,Home & Kitchen,Tier-2 City,467,263,156,22253.81,3.77,0.1855,8,-0.3194,-0.0543,0.5281,0.1964,4,0
SLR004337,Sports & Fitness,Tier-1 Metro,206,524,922,29822.25,3.68,0.1741,11,0.2128,-0.2431,0.5452,0.1536,18,0
SLR004338,Beauty & Personal Care,Tier-1 Metro,290,440,474,41705.65,3.76,0.1136,7,0.0968,-0.3434,0.5713,0.2132,1,0
SLR004339,Toys & Baby,Tier-2 City,525,205,202,15289.43,4.79,0.1642,10,0.1579,0.0503,0.7153,0.162,1,0
SLR004340,Mobiles & Accessories,Tier-1 Metro,615,115,63,17270.24,2.9,0.2192,8,-0.6359,-0.3965,0.6317,0.2108,82,1
SLR004341,Grocery,Tier-3 Town,369,361,1159,91162.94,3.58,0.2377,4,-0.1327,-0.1417,0.5633,0.258,0,0
SLR004342,Grocery,Tier-2 City,0,730,1424,80853.97,3.1,0.1712,5,-0.235,-0.3899,0.4744,0.2666,40,1
SLR004343,Beauty & Personal Care,Tier-1 Metro,0,730,1011,31950.39,3.28,0.1734,9,-0.5476,0.0092,0.3992,0.284,22,1
SLR004344,Toys & Baby,Tier-3 Town,409,321,357,19446.95,3.66,0.235,6,0.0036,0.0063,0.5377,0.1873,25,0
SLR004345,Grocery,Tier-2 City,679,51,134,50218.47,4.31,0.1005,4,0.05,0.0953,0.724,0.0789,25,0
SLR004346,Toys & Baby,Tier-1 Metro,262,468,765,39069.35,4.32,0.1248,5,-0.2257,-0.2346,0.4353,0.2119,14,0
SLR004347,Toys & Baby,Tier-1 Metro,554,176,484,72017.44,3.91,0.1303,2,-0.0252,0.0208,0.625,0.0801,15,0
SLR004348,Mobiles & Accessories,Tier-2 City,324,406,1024,49144.61,4.41,0.2029,8,-0.0953,-0.0652,0.7243,0.1631,22,0
SLR004349,Fashion,Tier-2 City,528,202,92,16981.83,3.01,0.3286,7,-0.7296,-0.0079,0.6191,0.2929,73,1
SLR004350,Fashion,Tier-2 City,498,232,426,51511.48,3.37,0.3228,6,-0.0502,0.1206,0.3811,0.1865,39,1
SLR004351,Beauty & Personal Care,Tier-2 City,574,156,149,20298.73,3.12,0.1814,12,-0.2621,0.1195,0.664,0.2009,48,1
SLR004352,Toys & Baby,Tier-1 Metro,41,689,686,31963.52,3.6,0.1781,8,-0.4658,0.2546,0.8859,0.2062,22,0
SLR004353,Toys & Baby,Tier-1 Metro,366,364,178,10559.43,3.66,0.1751,6,-0.3197,-0.3404,0.2996,0.0065,71,1
